td_sku_nbr,td_chain_nbr,td_last_update_dt
600717222,7,5/27/2020
600717356,7,5/27/2020
600717380,7,5/27/2020
600717232,7,5/27/2020
600716960,7,5/27/2020
600716876,7,5/27/2020
600716697,7,5/27/2020
600716649,7,5/27/2020
600716638,7,5/27/2020
600709481,7,5/27/2020
600717472,7,5/27/2020
600717256,7,5/27/2020
600717391,7,5/27/2020
600716762,7,5/27/2020
600716766,7,5/27/2020
600717363,7,5/27/2020
600716877,7,5/27/2020
600716646,7,5/27/2020
600716656,7,5/27/2020
600716858,7,5/27/2020
600716648,7,5/27/2020
600709431,7,5/27/2020
600709420,7,5/27/2020
600717473,7,5/27/2020
600717246,7,5/27/2020
600717400,7,5/27/2020
600717408,7,5/27/2020
600717127,7,5/27/2020
600717392,7,5/27/2020
600717371,7,5/27/2020
600717383,7,5/27/2020
600717238,7,5/27/2020
600717372,7,5/27/2020
600716961,7,5/27/2020
600716651,7,5/27/2020
600716860,7,5/27/2020
600716699,7,5/27/2020
600716698,7,5/27/2020
600716637,7,5/27/2020
600716691,7,5/27/2020
600709426,7,5/27/2020
600709413,7,5/27/2020
600717131,7,5/27/2020
600717254,7,5/27/2020
600716768,7,5/27/2020
600716703,7,5/27/2020
600716704,7,5/27/2020
600716653,7,5/27/2020
600716689,7,5/27/2020
600716760,7,5/27/2020
600709428,7,5/27/2020
