sku_id,count
858,2
856,2
857,2
1074,2
405,2
640,2
342,2
776,2
1000,2
2794,2
632,2
2813,2
1001,2
2793,2
1002,2
347,2
1049,2
771,2
4513,2
310,2
564,2
850,2
1044,2
1005964,2
1005961,2
4509,2
236,2
1048,2
855,2
854,2
853,2
1005948,2
1005936,2
1005941,2
1005966,2
1006000,2
1006001,2
1086,2
