txn_item_id,txn_id,txn_nbr,txn_source_cd,brand_cd,txn_item_nbr,store_nbr,register_nbr,txn_dt,txn_time,txn_type_cd,txn_channel_cd,txn_status_cd,orig_web_txn_id,bill_indiv_id,bill_hh_id,bill_addr_id,bill_usps_geo_id,alloc_indiv_id,alloc_hh_id,alloc_addr_id,email_id,rm_method_cd,rm_vendor_cd,rm_dt,cashier_emp_nbr,emp_purch_ind,zip_capture_ind,email_capture_ind,new_email_ind,bankcard_ind,plcc_ind,cash_ind,gc_ind,international_ind,tax_jurisdiction,ip_address,product_id,item_status_cd,item_gift_ind,item_last_ship_dt,ship_method_cd,ship_indiv_id,ship_hh_id,ship_addr_id,ship_usps_geo_id,item_list_price,item_sold_qty,item_sold_price,item_cogs,item_gross_amt,item_disc_amt,item_giftcard_amt,item_adj_cd,item_adj_amt,item_net_amt,item_ret_from_txn_id,item_ret_cd,item_ret_dt,item_ret_qty,item_ret_amt,full_price_ind,item_ret_from_store_nbr,originoforder,source_keycode,full_price_flg,pickup_type,pickup_store_nbr,partner_cd,bopis_item_adj_cd
1656844515,542417946,2544:11:20190512:1967,AW,AT,1,2544,11,2019-05-12 17:05:00 UTC,16:45:36,EXC,RET,C,0,0,0,0,0,0,0,0,0,,,,6783271,0,0,0,0,0,0,0,0,,,,3099692,,0,,,0,0,0,0,58.99000168,0,0,18.95999908,0,0,0,,0,0,0,13,2019-05-12 17:05:00 UTC,1,29.48999977,1,0,,,,,,,
1656844516,542417946,2544:11:20190512:1967,AW,AT,5,2544,11,2019-05-12 17:05:00 UTC,16:45:36,EXC,RET,C,0,0,0,0,0,0,0,0,0,,,,6783271,0,0,0,0,0,0,0,0,,,,3092022,,0,,,0,0,0,0,58.99000168,1,58.99000168,18.95999908,58.99000168,29.5,0,,0,29.48999977,0,,,0,0,0,0,,,,,,,
1657877568,542706403,2900:6:20190516:14084,AW,LOS,3,2900,6,2019-05-16 17:05:00 UTC,11:35:48,EXC,RET,C,0,5.00003E+12,5.00002E+12,4.70702E+31,0,5.00003E+12,5.00002E+12,4.70702E+31,38568638,,,,305429,0,0,1,0,0,0,0,0,,,,3058854,,0,,,5.00003E+12,5.00002E+12,4.70702E+31,0,12.98999977,0,0,6.25,0,0,0,,0,0,542628929,13,2019-05-16 17:05:00 UTC,1,5.880000114,1,2900,,,,,,,
1654353543,541579013,2932:4:20190505:14001,AW,LOS,1,2932,4,2019-05-05 17:05:00 UTC,18:00:58,EXC,RET,C,0,5.00002E+12,5.00007E+12,6.1868E+31,19971,5.00002E+12,5.00007E+12,6.1868E+31,7147785,,,,6764355,1,0,1,0,0,0,0,0,,,,3094946,,0,,,5.00002E+12,5.00007E+12,6.1868E+31,19971,44.99000168,0,0,8.039999962,0,0,0,,0,0,540740877,13,2019-05-05 17:05:00 UTC,1,11.25,1,2932,,,,,,,
1658208996,542793633,2962:3:20190517:12222,AW,LOS,1,2962,3,2019-05-17 17:05:00 UTC,11:39:30,EXC,RET,C,0,0,0,0,0,0,0,0,0,,,,5217584,0,0,0,0,0,0,0,0,,,,2686637,,0,,,0,0,0,0,22.98999977,0,0,2.059999943,0,0,0,,0,0,542682098,13,2019-05-17 17:05:00 UTC,1,7.670000076,1,2962,,,,,,,
1658163973,542793633,2962:3:20190517:12222,AW,LOS,5,2962,3,2019-05-17 17:05:00 UTC,11:39:30,EXC,RET,C,0,0,0,0,0,0,0,0,0,,,,5217584,0,0,0,0,0,0,0,0,,,,922660,,0,,,0,0,0,0,22.98999977,0,0,2.059999943,0,0,0,,0,0,542682098,13,2019-05-17 17:05:00 UTC,1,7.659999847,1,2962,,,,,,,
1658163974,542793633,2962:3:20190517:12222,AW,LOS,9,2962,3,2019-05-17 17:05:00 UTC,11:39:30,EXC,RET,C,0,0,0,0,0,0,0,0,0,,,,5217584,0,0,0,0,0,0,0,0,,,,2685045,,0,,,0,0,0,0,22.98999977,0,0,2.75999999,0,0,0,,0,0,542682098,13,2019-05-17 17:05:00 UTC,1,7.659999847,1,2962,,,,,,,
1656807813,542369929,2998:2:20190512:10016,AW,LOS,5,2998,2,2019-05-12 17:05:00 UTC,16:34:02,EXC,RET,C,0,5.00001E+12,5.00006E+12,5.11138E+30,77545,5.00001E+12,5.00006E+12,5.11138E+30,13246407,,,,6797090,0,0,1,0,0,0,0,0,,,,3104314,,0,,,5.00001E+12,5.00006E+12,5.11138E+30,77545,69.98999786,1,69.98999786,15.78999996,69.98999786,28,0,,0,41.99000168,0,,,0,0,0,0,,,,,,,
1658057785,542875858,3071:3:20190517:18176,AW,LOS,5,3071,3,2019-05-17 17:05:00 UTC,12:28:49,EXC,RET,C,0,0,0,0,0,0,0,0,41523539,,,,6796264,0,0,1,0,0,0,0,0,,,,3094946,,0,,,0,0,0,0,44.99000168,1,44.99000168,8.039999962,44.99000168,22.5,0,,0,22.48999977,0,,,0,0,0,0,,,,,,,
1658057784,542875858,3071:3:20190517:18176,AW,LOS,1,3071,3,2019-05-17 17:05:00 UTC,12:28:49,EXC,RET,C,0,0,0,0,0,0,0,0,41523539,,,,6796264,0,0,1,0,0,0,0,0,,,,3097672,,0,,,0,0,0,0,44.99000168,0,0,7.960000038,0,0,0,,0,0,541988470,13,2019-05-17 17:05:00 UTC,1,22.48999977,1,3071,,,,,,,
1659272674,543196739,3109:1:20190520:10334,AW,LOS,5,3109,1,2019-05-20 17:05:00 UTC,12:50:20,EXC,RET,C,0,0,0,0,0,0,0,0,32355803,,,,459589,0,0,1,0,0,0,0,0,,,,3082087,,0,,,0,0,0,0,49.99000168,1,49.99000168,10.35999966,49.99000168,25,0,,0,24.98999977,0,,,0,0,0,0,,,,,,,
1659272675,543196739,3109:1:20190520:10334,AW,LOS,12,3109,1,2019-05-20 17:05:00 UTC,12:50:20,EXC,RET,C,0,0,0,0,0,0,0,0,32355803,,,,459589,0,0,1,0,0,0,0,0,,,,3083802,,0,,,0,0,0,0,49.99000168,0,0,10.35999966,0,0,0,,0,0,0,17,2019-05-20 17:05:00 UTC,1,24.98999977,1,0,,,,,,,
1659243481,543196739,3109:1:20190520:10334,AW,LOS,1,3109,1,2019-05-20 17:05:00 UTC,12:50:20,EXC,RET,C,0,0,0,0,0,0,0,0,32355803,,,,459589,0,0,1,0,0,0,0,0,,,,3060192,,0,,,0,0,0,0,49.99000168,1,49.99000168,10.26000023,49.99000168,25,0,,0,24.98999977,0,,,0,0,0,0,,,,,,,
1659243482,543196739,3109:1:20190520:10334,AW,LOS,9,3109,1,2019-05-20 17:05:00 UTC,12:50:20,EXC,RET,C,0,0,0,0,0,0,0,0,32355803,,,,459589,0,0,1,0,0,0,0,0,,,,936485,,0,,,0,0,0,0,49.99000168,0,0,10.26000023,0,0,0,,0,0,0,17,2019-05-20 17:05:00 UTC,1,24.98999977,1,0,,,,,,,
1654946102,541780814,2211:2:20190508:9362,AW,ATF,4,2211,2,2019-05-08 17:05:00 UTC,12:25:13,EXC,RET,C,0,5.00009E+12,5.00009E+12,8.98335E+31,0,5.00009E+12,5.00009E+12,8.98335E+31,44969954,ADS,EPS,2019-05-09 17:05:00 UTC,390991,0,0,0,0,1,0,0,0,,,,3106858,,0,,,5.00009E+12,5.00009E+12,8.98335E+31,0,79.98999786,0,0,8.56000042,0,0,0,,0,0,541714565,13,2019-05-08 17:05:00 UTC,1,28.89999962,1,2211,,,F,,,,
1655980822,542124544,705:1:20190511:9600,AW,ATF,17,705,1,2019-05-11 17:05:00 UTC,14:07:32,EXC,RET,C,0,0,0,0,0,0,0,0,0,,,,423689,0,0,0,0,0,0,0,0,,,,3098172,,0,,,0,0,0,0,49.99000168,0,0,7.630000114,0,0,0,,0,0,542047772,13,2019-05-11 17:05:00 UTC,1,22.48999977,1,705,,,F,,,,
1654400861,541553118,1272:1:20190505:5597,AW,ATF,9,1272,1,2019-05-05 17:05:00 UTC,11:25:32,EXC,RET,C,0,5E+12,5E+12,3.37077E+31,0,5E+12,5E+12,3.37077E+31,0,,,,314871,0,0,0,0,0,0,0,0,,,,3026610,,0,,,5E+12,5E+12,3.37077E+31,0,59.99000168,0,0,10.18000031,0,0,0,,0,0,541192234,17,2019-05-05 17:05:00 UTC,1,30,1,1272,,,F,,,,
1654230080,541553118,1272:1:20190505:5597,AW,ATF,1,1272,1,2019-05-05 17:05:00 UTC,11:25:32,EXC,RET,C,0,5E+12,5E+12,3.37077E+31,0,5E+12,5E+12,3.37077E+31,0,,,,314871,0,0,0,0,0,0,0,0,,,,3101698,,0,,,5E+12,5E+12,3.37077E+31,0,89.98999786,0,0,18.14999962,0,0,0,,0,0,541192234,17,2019-05-05 17:05:00 UTC,1,67.48999786,1,1272,,,F,,,,
1654400860,541553118,1272:1:20190505:5597,AW,ATF,5,1272,1,2019-05-05 17:05:00 UTC,11:25:32,EXC,RET,C,0,5E+12,5E+12,3.37077E+31,0,5E+12,5E+12,3.37077E+31,0,,,,314871,0,0,0,0,0,0,0,0,,,,3135450,,0,,,5E+12,5E+12,3.37077E+31,0,59.99000168,0,0,9.380000114,0,0,0,,0,0,541192234,17,2019-05-05 17:05:00 UTC,1,29.98999977,1,1272,,,F,,,,
1657769876,542750747,143:1:20190516:18872,AW,AT,4,143,1,2019-05-16 17:05:00 UTC,14:20:52,EXC,RET,C,0,5E+12,5E+12,9.2809E+31,0,5E+12,5E+12,9.2809E+31,4462526,,,,391149,1,0,1,0,0,0,1,0,,,,3072827,,0,,,5E+12,5E+12,9.2809E+31,0,98,1,24.5,18.79999924,24.5,0,0,,0,24.5,0,,,0,0,1,0,,,F,,,,
1656642865,542406025,179:1:20190512:21572,AW,AT,12,179,1,2019-05-12 17:05:00 UTC,15:09:23,EXC,RET,C,540865980,5.00009E+12,5.00009E+12,1.8273E+31,0,0,0,0,0,,,,426591,0,0,0,0,1,0,0,0,,,,3077147,,0,,,5.00009E+12,5.00009E+12,1.8273E+31,0,49.99000168,0,0,18.26000023,0,0,0,,0,0,0,13,2019-05-12 17:05:00 UTC,1,20,1,611,,,N,,,,
1656677964,542406025,179:1:20190512:21572,AW,AT,9,179,1,2019-05-12 17:05:00 UTC,15:09:23,EXC,RET,C,540865980,5.00009E+12,5.00009E+12,1.8273E+31,0,0,0,0,0,,,,426591,0,0,0,0,1,0,0,0,,,,3078898,,0,,,5.00009E+12,5.00009E+12,1.8273E+31,0,49.99000168,0,0,18.26000023,0,0,0,,0,0,0,13,2019-05-12 17:05:00 UTC,1,20,1,611,,,N,,,,
